Accession numbers      Start        End         Length       Prediction method
NC_009656.1         756002         845501         89499         MTGIpick
NC_009656.1         756002         842501         86499         MTGIpick
NC_009656.1         776002         792501         16499         MTGIpick
NC_009656.1         777002         792501         15499         MTGIpick
NC_009656.1         785116         792501         7385         MTGIpick
NC_009656.1         798002         846501         48499         MTGIpick
NC_009656.1         799002         846501         47499         MTGIpick
NC_009656.1         799002         845501         46499         MTGIpick
NC_009656.1         806876         842501         35625         MTGIpick
NC_009656.1         856002         870501         14499         MTGIpick
NC_009656.1         857002         870501         13499         MTGIpick
NC_009656.1         1422002         1435501         13499         MTGIpick
NC_009656.1         1611002         1640483         29481         MTGIpick
NC_009656.1         1613002         1639958         26956         MTGIpick
NC_009656.1         1622932         1632501         9569         MTGIpick
NC_009656.1         1622932         1631501         8569         MTGIpick
NC_009656.1         1622932         1639958         17026         MTGIpick
NC_009656.1         2003131         2026128         22997         MTGIpick
NC_009656.1         2229002         2248501         19499         MTGIpick
NC_009656.1         2409002         2464501         55499         MTGIpick
NC_009656.1         2410002         2464501         54499         MTGIpick
NC_009656.1         2422002         2436501         14499         MTGIpick
NC_009656.1         2422002         2439501         17499         MTGIpick
NC_009656.1         2422002         2464501         42499         MTGIpick
NC_009656.1         2458225         2464501         6276         MTGIpick
NC_009656.1         2510002         2527501         17499         MTGIpick
NC_009656.1         2510002         2536565         26563         MTGIpick
NC_009656.1         2512002         2550816         38814         MTGIpick
NC_009656.1         2512002         2536565         24563         MTGIpick
NC_009656.1         2520166         2536565         16399         MTGIpick
NC_009656.1         2571002         2599501         28499         MTGIpick
NC_009656.1         2572002         2599501         27499         MTGIpick
NC_009656.1         2573002         2599501         26499         MTGIpick
NC_009656.1         2574002         2591677         17675         MTGIpick
NC_009656.1         2574002         2599501         25499         MTGIpick
NC_009656.1         2640002         2676634         36632         MTGIpick
NC_009656.1         2642002         2656501         14499         MTGIpick
NC_009656.1         2643002         2656501         13499         MTGIpick
NC_009656.1         2794002         2834634         40632         MTGIpick
NC_009656.1         2795002         2834634         39632         MTGIpick
NC_009656.1         2799002         2834634         35632         MTGIpick
NC_009656.1         2960002         2974501         14499         MTGIpick
NC_009656.1         2961002         2974501         13499         MTGIpick
NC_009656.1         3133905         3180501         46596         MTGIpick
NC_009656.1         3133905         3180201         46296         MTGIpick
NC_009656.1         3604002         3624501         20499         MTGIpick
NC_009656.1         3604002         3625501         21499         MTGIpick
NC_009656.1         3604002         3626501         22499         MTGIpick
NC_009656.1         3604002         3627501         23499         MTGIpick
NC_009656.1         3732002         3747042         15040         MTGIpick
NC_009656.1         3732002         3747045         15043         MTGIpick
NC_009656.1         3811002         3880501         69499         MTGIpick
NC_009656.1         3812002         3830501         18499         MTGIpick
NC_009656.1         3812002         3834501         22499         MTGIpick
NC_009656.1         3812002         3838501         26499         MTGIpick
NC_009656.1         3812002         3880501         68499         MTGIpick
NC_009656.1         3813002         3839501         26499         MTGIpick
NC_009656.1         3813002         3880501         67499         MTGIpick
NC_009656.1         3842002         3880501         38499         MTGIpick
NC_009656.1         3843002         3861388         18386         MTGIpick
NC_009656.1         3843002         3877621         34619         MTGIpick
NC_009656.1         3900002         3913501         13499         MTGIpick
NC_009656.1         4411543         4432501         20958         MTGIpick
NC_009656.1         4411543         4434501         22958         MTGIpick
NC_009656.1         4411543         4435501         23958         MTGIpick
NC_009656.1         4529002         4550812         21810         MTGIpick
NC_009656.1         4529002         4676501         147499         MTGIpick
NC_009656.1         4529002         4692501         163499         MTGIpick
NC_009656.1         4529002         4659287         130285         MTGIpick
NC_009656.1         4557965         4636501         78536         MTGIpick
NC_009656.1         4557965         4662501         104536         MTGIpick
NC_009656.1         4557965         4659287         101322         MTGIpick
NC_009656.1         4637002         4659287         22285         MTGIpick
NC_009656.1         4663002         4676501         13499         MTGIpick
NC_009656.1         4916002         4929501         13499         MTGIpick
NC_009656.1         4983053         4999501         16448         MTGIpick
NC_009656.1         4983054         4999501         16447         MTGIpick
NC_009656.1         5182002         5220340         38338         MTGIpick
NC_009656.1         5183002         5199501         16499         MTGIpick
NC_009656.1         5183002         5205501         22499         MTGIpick
NC_009656.1         5184002         5202501         18499         MTGIpick
NC_009656.1         5184002         5199501         15499         MTGIpick
NC_009656.1         5296482         5309419         12937         MTGIpick
NC_009656.1         5482473         5528501         46028         MTGIpick
NC_009656.1         5482473         5527501         45028         MTGIpick
NC_009656.1         5482473         5537199         54726         MTGIpick
NC_009656.1         5482473         5540501         58028         MTGIpick
NC_009656.1         5566416         5574501         8085         MTGIpick
NC_009656.1         5625215         5637501         12286         MTGIpick
NC_009656.1         5625215         5639501         14286         MTGIpick
NC_009656.1         5625215         5640501         15286         MTGIpick
NC_009656.1         5625215         5644501         19286         MTGIpick
NC_009656.1         5625215         5635501         10286         MTGIpick
NC_009656.1         5625215         5645501         20286         MTGIpick
NC_009656.1         6087566         6103275         15709         MTGIpick
NC_009656.1         6087566         6103501         15935         MTGIpick
NC_009656.1         6087566         6104501         16935         MTGIpick
NC_009656.1         6223002         6267266         44264         MTGIpick
NC_009656.1         6224002         6267266         43264         MTGIpick
NC_009656.1         6343002         6358842         15840         MTGIpick
NC_009656.1         6447002         6472501         25499         MTGIpick
NC_009656.1         6456002         6469501         13499         MTGIpick
NC_009656.1         6456002         6471501         15499         MTGIpick
NC_009665.1         64816         92781         27965         MTGIpick
NC_009665.1         194216         280286         86070         MTGIpick
NC_009665.1         218508         259436         40928         MTGIpick
NC_009665.1         218508         270149         51641         MTGIpick
NC_009665.1         218508         275300         56792         MTGIpick
NC_009665.1         218508         277864         59356         MTGIpick
NC_009665.1         363712         379748         16036         MTGIpick
NC_009665.1         445493         466718         21225         MTGIpick
NC_009665.1         454798         466718         11920         MTGIpick
NC_009665.1         552396         579378         26982         MTGIpick
NC_009665.1         563803         578880         15077         MTGIpick
NC_009665.1         642005         733869         91864         MTGIpick
NC_009665.1         642005         717501         75496         MTGIpick
NC_009665.1         642007         690654         48647         MTGIpick
NC_009665.1         642007         733611         91604         MTGIpick
NC_009665.1         642007         733869         91862         MTGIpick
NC_009665.1         690670         718501         27831         MTGIpick
NC_009665.1         693699         718501         24802         MTGIpick
NC_009665.1         860153         878574         18421         MTGIpick
NC_009665.1         860153         896159         36006         MTGIpick
NC_009665.1         866552         896159         29607         MTGIpick
NC_009665.1         870650         896159         25509         MTGIpick
NC_009665.1         870650         895889         25239         MTGIpick
NC_009665.1         878574         896159         17585         MTGIpick
NC_009665.1         950675         972834         22159         MTGIpick
NC_009665.1         950675         985715         35040         MTGIpick
NC_009665.1         952153         972834         20681         MTGIpick
NC_009665.1         952153         985715         33562         MTGIpick
NC_009665.1         957087         985715         28628         MTGIpick
NC_009665.1         959053         972834         13781         MTGIpick
NC_009665.1         1155895         1173640         17745         MTGIpick
NC_009665.1         1155909         1177432         21523         MTGIpick
NC_009665.1         1317498         1335101         17603         MTGIpick
NC_009665.1         1317498         1350518         33020         MTGIpick
NC_009665.1         1317498         1351501         34003         MTGIpick
NC_009665.1         1335101         1359439         24338         MTGIpick
NC_009665.1         1335104         1359439         24335         MTGIpick
NC_009665.1         1375261         1389278         14017         MTGIpick
NC_009665.1         1467054         1487852         20798         MTGIpick
NC_009665.1         1502093         1512696         10603         MTGIpick
NC_009665.1         1700815         1718491         17676         MTGIpick
NC_009665.1         1701008         1718491         17483         MTGIpick
NC_009665.1         1701008         1723024         22016         MTGIpick
NC_009665.1         1747100         1764986         17886         MTGIpick
NC_009665.1         1747100         1764909         17809         MTGIpick
NC_009665.1         1827590         1846665         19075         MTGIpick
NC_009665.1         1884267         1937099         52832         MTGIpick
NC_009665.1         1906189         1937126         30937         MTGIpick
NC_009665.1         1958954         1982102         23148         MTGIpick
NC_009665.1         1958954         1974532         15578         MTGIpick
NC_009665.1         2033935         2053137         19202         MTGIpick
NC_009665.1         2085298         2099552         14254         MTGIpick
NC_009665.1         2221797         2247393         25596         MTGIpick
NC_009665.1         2221797         2238501         16704         MTGIpick
NC_009665.1         2221797         2246801         25004         MTGIpick
NC_009665.1         2342401         2369475         27074         MTGIpick
NC_009665.1         2342401         2374940         32539         MTGIpick
NC_009665.1         2352441         2374940         22499         MTGIpick
NC_009665.1         2352442         2374940         22498         MTGIpick
NC_009665.1         2499062         2512447         13385         MTGIpick
NC_009665.1         2584459         2625716         41257         MTGIpick
NC_009665.1         2599344         2625716         26372         MTGIpick
NC_009665.1         2600582         2625716         25134         MTGIpick
NC_009665.1         3024700         3041944         17244         MTGIpick
NC_009665.1         3024700         3064995         40295         MTGIpick
NC_009665.1         3052893         3064995         12102         MTGIpick
NC_009665.1         3375027         3390251         15224         MTGIpick
NC_009665.1         3377714         3387976         10262         MTGIpick
NC_009665.1         3463231         3508501         45270         MTGIpick
NC_009665.1         3463231         3515881         52650         MTGIpick
NC_009665.1         3463231         3515875         52644         MTGIpick
NC_009665.1         3463231         3537595         74364         MTGIpick
NC_009665.1         3463231         3570060         106829         MTGIpick
NC_009665.1         3523602         3537595         13993         MTGIpick
NC_009665.1         3523602         3543555         19953         MTGIpick
NC_009665.1         3545002         3570060         25058         MTGIpick
NC_009665.1         3546002         3568581         22579         MTGIpick
NC_009665.1         3547002         3570060         23058         MTGIpick
NC_009665.1         3853729         3923810         70081         MTGIpick
NC_009665.1         3858732         3889374         30642         MTGIpick
NC_009665.1         3858732         3894797         36065         MTGIpick
NC_009665.1         3858732         3904197         45465         MTGIpick
NC_009665.1         3858732         3918201         59469         MTGIpick
NC_009665.1         3873961         3889374         15413         MTGIpick
NC_009665.1         3904197         3918201         14004         MTGIpick
NC_009665.1         3904323         3918201         13878         MTGIpick
NC_009665.1         3989476         4004324         14848         MTGIpick
NC_009665.1         3989476         4015357         25881         MTGIpick
NC_009665.1         4561055         4576249         15194         MTGIpick
NC_009665.1         4561340         4576249         14909         MTGIpick
NC_009665.1         4564151         4576249         12098         MTGIpick
NC_009665.1         4655266         4693799         38533         MTGIpick
NC_009665.1         4672250         4693799         21549         MTGIpick
NC_009665.1         4675545         4693799         18254         MTGIpick
NC_009665.1         4732960         4754675         21715         MTGIpick
NC_009665.1         4732960         4762042         29082         MTGIpick
NC_009665.1         4732960         4765311         32351         MTGIpick
NC_009665.1         4884791         4906449         21658         MTGIpick
NC_009665.1         4884791         4912291         27500         MTGIpick
NC_009665.1         5077598         5108173         30575         MTGIpick
NC_009665.1         5077598         5100501         22903         MTGIpick
NC_009665.1         5195033         5206531         11498         MTGIpick
NC_010084.1         161002         181133         20131         MTGIpick
NC_010084.1         261125         301501         40376         MTGIpick
NC_010084.1         261125         300501         39376         MTGIpick
NC_010084.1         365002         387243         22241         MTGIpick
NC_010084.1         366002         387243         21241         MTGIpick
NC_010084.1         375798         387243         11445         MTGIpick
NC_010084.1         541874         561501         19627         MTGIpick
NC_010084.1         541874         560501         18627         MTGIpick
NC_010084.1         541874         559501         17627         MTGIpick
NC_010084.1         1052002         1065501         13499         MTGIpick
NC_010084.1         1124493         1137501         13008         MTGIpick
NC_010084.1         1124493         1136501         12008         MTGIpick
NC_010084.1         1124493         1159501         35008         MTGIpick
NC_010084.1         1297002         1312501         15499         MTGIpick
NC_010084.1         1297002         1311501         14499         MTGIpick
NC_010084.1         1298002         1312501         14499         MTGIpick
NC_010084.1         1745002         1768501         23499         MTGIpick
NC_010084.1         1746002         1768501         22499         MTGIpick
NC_010084.1         1749002         1767501         18499         MTGIpick
NC_010084.1         1898002         1919501         21499         MTGIpick
NC_010084.1         1899002         1921501         22499         MTGIpick
NC_010084.1         1899002         1920501         21499         MTGIpick
NC_010084.1         1899002         1928501         29499         MTGIpick
NC_010084.1         1899002         1919501         20499         MTGIpick
NC_010084.1         1906985         1929501         22516         MTGIpick
NC_010084.1         1987077         2009501         22424         MTGIpick
NC_010084.1         1987077         2007501         20424         MTGIpick
NC_010084.1         1987077         2029668         42591         MTGIpick
NC_010084.1         2010002         2029668         19666         MTGIpick
NC_010084.1         2096002         2109501         13499         MTGIpick
NC_010084.1         2478002         2565501         87499         MTGIpick
NC_010084.1         2479002         2565501         86499         MTGIpick
NC_010084.1         2479002         2564501         85499         MTGIpick
NC_010084.1         2480002         2564501         84499         MTGIpick
NC_010084.1         2666002         2685913         19911         MTGIpick
NC_010084.1         2667002         2685910         18908         MTGIpick
NC_010084.1         2667002         2685913         18911         MTGIpick
NC_010084.1         2717002         2736168         19166         MTGIpick
NC_010084.1         2717002         2758297         41295         MTGIpick
NC_010084.1         2806002         2849501         43499         MTGIpick
NC_010084.1         2806002         2848501         42499         MTGIpick
NC_010084.1         2806002         2846501         40499         MTGIpick
NC_010084.1         2814075         2820501         6426         MTGIpick
NC_010084.1         2814075         2850501         36426         MTGIpick
NC_010084.1         2814075         2849501         35426         MTGIpick
NC_010084.1         2821002         2850501         29499         MTGIpick
NC_010084.1         3046002         3068859         22857         MTGIpick
NC_010084.1         3049002         3068859         19857         MTGIpick
NC_010084.1         3176002         3193501         17499         MTGIpick
NC_010084.1         3177002         3192501         15499         MTGIpick
NC_010084.1         3177002         3215501         38499         MTGIpick
NC_010084.1         3178002         3191501         13499         MTGIpick
NC_010084.1         3178002         3212501         34499         MTGIpick
NC_010084.1         3282002         3298501         16499         MTGIpick
NC_010084.1         3282002         3299501         17499         MTGIpick
NC_010084.1         3283002         3298501         15499         MTGIpick
NC_010322.1         179342         194135         14793         MTGIpick
NC_010322.1         179342         194132         14790         MTGIpick
NC_010322.1         179342         234917         55575         MTGIpick
NC_010322.1         206989         234917         27928         MTGIpick
NC_010322.1         474002         505501         31499         MTGIpick
NC_010322.1         483389         503501         20112         MTGIpick
NC_010322.1         483464         489501         6037         MTGIpick
NC_010322.1         483464         505501         22037         MTGIpick
NC_010322.1         493002         506501         13499         MTGIpick
NC_010322.1         542208         579501         37293         MTGIpick
NC_010322.1         542208         578501         36293         MTGIpick
NC_010322.1         542208         576501         34293         MTGIpick
NC_010322.1         542208         607150         64942         MTGIpick
NC_010322.1         550457         579501         29044         MTGIpick
NC_010322.1         589400         607150         17750         MTGIpick
NC_010322.1         768002         784501         16499         MTGIpick
NC_010322.1         775479         784501         9022         MTGIpick
NC_010322.1         862002         879588         17586         MTGIpick
NC_010322.1         955002         971501         16499         MTGIpick
NC_010322.1         1336063         1348501         12438         MTGIpick
NC_010322.1         1336063         1347501         11438         MTGIpick
NC_010322.1         1336063         1379501         43438         MTGIpick
NC_010322.1         1354002         1378980         24978         MTGIpick
NC_010322.1         1355002         1368501         13499         MTGIpick
NC_010322.1         1511002         1564803         53801         MTGIpick
NC_010322.1         1513002         1564803         51801         MTGIpick
NC_010322.1         1514002         1564803         50801         MTGIpick
NC_010322.1         1528961         1564803         35842         MTGIpick
NC_010322.1         1622002         1645501         23499         MTGIpick
NC_010322.1         1622002         1645157         23155         MTGIpick
NC_010322.1         1624002         1645157         21155         MTGIpick
NC_010322.1         1625002         1645501         20499         MTGIpick
NC_010322.1         1625002         1645157         20155         MTGIpick
NC_010322.1         1747002         1763501         16499         MTGIpick
NC_010322.1         1748002         1761501         13499         MTGIpick
NC_010322.1         1748002         1762501         14499         MTGIpick
NC_010322.1         1823582         1859322         35740         MTGIpick
NC_010322.1         1957500         1996683         39183         MTGIpick
NC_010322.1         1971002         1996683         25681         MTGIpick
NC_010322.1         1971002         1991144         20142         MTGIpick
NC_010322.1         1971002         1996668         25666         MTGIpick
NC_010322.1         1972002         1996668         24666         MTGIpick
NC_010322.1         1979825         1996668         16843         MTGIpick
NC_010322.1         2131002         2145714         14712         MTGIpick
NC_010322.1         3089649         3119501         29852         MTGIpick
NC_010322.1         3308468         3351501         43033         MTGIpick
NC_010322.1         3308468         3348501         40033         MTGIpick
NC_010322.1         3308468         3350501         42033         MTGIpick
NC_010322.1         3312419         3352501         40082         MTGIpick
NC_010322.1         3312419         3351501         39082         MTGIpick
NC_010322.1         3315002         3352501         37499         MTGIpick
NC_010322.1         3316002         3352501         36499         MTGIpick
NC_010322.1         3370002         3385501         15499         MTGIpick
NC_010322.1         3370002         3384501         14499         MTGIpick
NC_010322.1         3371002         3385501         14499         MTGIpick
NC_010322.1         3423002         3437501         14499         MTGIpick
NC_010322.1         3604002         3628537         24535         MTGIpick
NC_010322.1         3612234         3628537         16303         MTGIpick
NC_010322.1         3612234         3628116         15882         MTGIpick
NC_010322.1         3757002         3777501         20499         MTGIpick
NC_010322.1         3757002         3778501         21499         MTGIpick
NC_010322.1         3757002         3779501         22499         MTGIpick
NC_010322.1         3758002         3777501         19499         MTGIpick
NC_010322.1         3809788         3871130         61342         MTGIpick
NC_010322.1         3809788         3875043         65255         MTGIpick
NC_010322.1         3819373         3881365         61992         MTGIpick
NC_010322.1         3829002         3881365         52363         MTGIpick
NC_010322.1         3830002         3881365         51363         MTGIpick
NC_010322.1         3830002         3847485         17483         MTGIpick
NC_010322.1         3830002         3871130         41128         MTGIpick
NC_010322.1         3853002         3881365         28363         MTGIpick
NC_010322.1         3874956         3889462         14506         MTGIpick
NC_010322.1         4106001         4121348         15347         MTGIpick
NC_010322.1         4169002         4187501         18499         MTGIpick
NC_010322.1         4169002         4188501         19499         MTGIpick
NC_010322.1         4176686         4186501         9815         MTGIpick
NC_010322.1         4176686         4187501         10815         MTGIpick
NC_010322.1         4178952         4185501         6549         MTGIpick
NC_010322.1         4294583         4314677         20094         MTGIpick
NC_010322.1         4376002         4392501         16499         MTGIpick
NC_010322.1         4377002         4391501         14499         MTGIpick
NC_010322.1         4378002         4391501         13499         MTGIpick
NC_010322.1         4546002         4561501         15499         MTGIpick
NC_010322.1         4548002         4561501         13499         MTGIpick
NC_010322.1         4620002         4675509         55507         MTGIpick
NC_010322.1         4623002         4675485         52483         MTGIpick
NC_010322.1         4631345         4675485         44140         MTGIpick
NC_010322.1         4896002         4911501         15499         MTGIpick
NC_010322.1         4897002         4910501         13499         MTGIpick
NC_010322.1         5096498         5107501         11003         MTGIpick
NC_010322.1         5096498         5108501         12003         MTGIpick
NC_010322.1         5257002         5271501         14499         MTGIpick
NC_010322.1         5257002         5280501         23499         MTGIpick
NC_010322.1         5258002         5271501         13499         MTGIpick
NC_010322.1         5298955         5319501         20546         MTGIpick
NC_010322.1         5298955         5317596         18641         MTGIpick
NC_010322.1         5298955         5317553         18598         MTGIpick
NC_010322.1         5353940         5392073         38133         MTGIpick
NC_010512.1         57002         77501         20499         MTGIpick
NC_010512.1         58002         76501         18499         MTGIpick
NC_010512.1         60002         76501         16499         MTGIpick
NC_010512.1         61002         76501         15499         MTGIpick
NC_010512.1         61002         77501         16499         MTGIpick
NC_010512.1         62002         76501         14499         MTGIpick
NC_010512.1         367293         389436         22143         MTGIpick
NC_010512.1         371002         389436         18434         MTGIpick
NC_010512.1         371002         390039         19037         MTGIpick
NC_010512.1         548002         566501         18499         MTGIpick
NC_010512.1         551002         565501         14499         MTGIpick
NC_010512.1         767002         786267         19265         MTGIpick
NC_010512.1         873041         892309         19268         MTGIpick
NC_010512.1         903002         925501         22499         MTGIpick
NC_010512.1         903002         926501         23499         MTGIpick
NC_010512.1         904002         918501         14499         MTGIpick
NC_010512.1         904002         923501         19499         MTGIpick
NC_010512.1         904002         924501         20499         MTGIpick
NC_010512.1         925002         938501         13499         MTGIpick
NC_010512.1         950002         980501         30499         MTGIpick
NC_010512.1         965002         978501         13499         MTGIpick
NC_010512.1         1002002         1048585         46583         MTGIpick
NC_010512.1         1003002         1048562         45560         MTGIpick
NC_010515.1         145002         160501         15499         MTGIpick
NC_010515.1         145002         161501         16499         MTGIpick
NC_010515.1         146002         159501         13499         MTGIpick
NC_010515.1         685815         699686         13871         MTGIpick
NC_010515.1         770002         783501         13499         MTGIpick
NC_010515.1         951002         969501         18499         MTGIpick
NC_010515.1         954002         969501         15499         MTGIpick
NC_010515.1         1008002         1023501         15499         MTGIpick
NC_010515.1         1009002         1022501         13499         MTGIpick
NC_010515.1         1113002         1140501         27499         MTGIpick
NC_010515.1         1114002         1140501         26499         MTGIpick
NC_010515.1         1114002         1139501         25499         MTGIpick
NC_010515.1         1160002         1175501         15499         MTGIpick
NC_010515.1         1160002         1174501         14499         MTGIpick
NC_010515.1         1204002         1235501         31499         MTGIpick
NC_010515.1         1204002         1234501         30499         MTGIpick
NC_010515.1         1205002         1234501         29499         MTGIpick
NC_010515.1         1259635         1271102         11467         MTGIpick
NC_010515.1         1363002         1442501         79499         MTGIpick
NC_010515.1         1363002         1441501         78499         MTGIpick
NC_010515.1         1364002         1442501         78499         MTGIpick
NC_010515.1         1366002         1442501         76499         MTGIpick
NC_010515.1         1367002         1443501         76499         MTGIpick
NC_010515.1         1367002         1442501         75499         MTGIpick
NC_010515.1         1375021         1443501         68480         MTGIpick
NC_010515.1         1376002         1443501         67499         MTGIpick
NC_010515.1         1383396         1440501         57105         MTGIpick
NC_010515.1         1489593         1504501         14908         MTGIpick
NC_010515.1         1623766         1721501         97735         MTGIpick
NC_010515.1         1623766         1720501         96735         MTGIpick
NC_010515.1         1894002         1918501         24499         MTGIpick
NC_010515.1         1895002         1917501         22499         MTGIpick
NC_010515.1         1900002         1916501         16499         MTGIpick
NC_010515.1         1901002         1916501         15499         MTGIpick
NC_010515.1         1902002         1916501         14499         MTGIpick
NC_010515.1         2003002         2053501         50499         MTGIpick
NC_010515.1         2045697         2053501         7804         MTGIpick
NC_010515.1         2109002         2154501         45499         MTGIpick
NC_010515.1         2109002         2174165         65163         MTGIpick
NC_010515.1         2162168         2174165         11997         MTGIpick
NC_010515.1         2284002         2301501         17499         MTGIpick
NC_010515.1         2285002         2300501         15499         MTGIpick
NC_010515.1         2355002         2371501         16499         MTGIpick
NC_010515.1         2356002         2371501         15499         MTGIpick
NC_010515.1         2390002         2405501         15499         MTGIpick
NC_010515.1         2391002         2404501         13499         MTGIpick
NC_010515.1         2451002         2476501         25499         MTGIpick
NC_010515.1         2451002         2479501         28499         MTGIpick
NC_010515.1         2452002         2476501         24499         MTGIpick
NC_010515.1         2692418         2713612         21194         MTGIpick
NC_010515.1         2692418         2713609         21191         MTGIpick
NC_011145.1         130002         143501         13499         MTGIpick
NC_011145.1         174002         197501         23499         MTGIpick
NC_011145.1         176002         191501         15499         MTGIpick
NC_011145.1         177002         191501         14499         MTGIpick
NC_011145.1         490002         503501         13499         MTGIpick
NC_011145.1         490002         504501         14499         MTGIpick
NC_011145.1         527002         542501         15499         MTGIpick
NC_011145.1         559002         573501         14499         MTGIpick
NC_011145.1         665002         679501         14499         MTGIpick
NC_011145.1         728002         777501         49499         MTGIpick
NC_011145.1         730002         769501         39499         MTGIpick
NC_011145.1         731002         751501         20499         MTGIpick
NC_011145.1         732002         752501         20499         MTGIpick
NC_011145.1         732002         745501         13499         MTGIpick
NC_011145.1         733002         752501         19499         MTGIpick
NC_011145.1         881002         894501         13499         MTGIpick
NC_011145.1         881002         896501         15499         MTGIpick
NC_011145.1         954002         971501         17499         MTGIpick
NC_011145.1         955002         971501         16499         MTGIpick
NC_011145.1         956002         969501         13499         MTGIpick
NC_011145.1         1241002         1254501         13499         MTGIpick
NC_011145.1         1280002         1293501         13499         MTGIpick
NC_011145.1         1280002         1315501         35499         MTGIpick
NC_011145.1         1302002         1315501         13499         MTGIpick
NC_011145.1         1432002         1450501         18499         MTGIpick
NC_011145.1         1433002         1450501         17499         MTGIpick
NC_011145.1         1433002         1451501         18499         MTGIpick
NC_011145.1         1434002         1449501         15499         MTGIpick
NC_011145.1         1434002         1451501         17499         MTGIpick
NC_011145.1         1495002         1510501         15499         MTGIpick
NC_011145.1         1496002         1509501         13499         MTGIpick
NC_011145.1         1496002         1510501         14499         MTGIpick
NC_011145.1         1576002         1591501         15499         MTGIpick
NC_011145.1         1577002         1591501         14499         MTGIpick
NC_011145.1         1578002         1591501         13499         MTGIpick
NC_011145.1         1733002         1758501         25499         MTGIpick
NC_011145.1         1734002         1758501         24499         MTGIpick
NC_011145.1         1734002         1755501         21499         MTGIpick
NC_011145.1         1734002         1759501         25499         MTGIpick
NC_011145.1         1735002         1755501         20499         MTGIpick
NC_011145.1         1735002         1758501         23499         MTGIpick
NC_011145.1         1735002         1759501         24499         MTGIpick
NC_011145.1         2084002         2099501         15499         MTGIpick
NC_011145.1         2084002         2102501         18499         MTGIpick
NC_011145.1         2084002         2098501         14499         MTGIpick
NC_011145.1         2085002         2099501         14499         MTGIpick
NC_011145.1         2158002         2171501         13499         MTGIpick
NC_011145.1         2158002         2210501         52499         MTGIpick
NC_011145.1         2166002         2184501         18499         MTGIpick
NC_011145.1         2166002         2210501         44499         MTGIpick
NC_011145.1         2188002         2210501         22499         MTGIpick
NC_011145.1         2474002         2489501         15499         MTGIpick
NC_011145.1         2474002         2490501         16499         MTGIpick
NC_011145.1         2501002         2517501         16499         MTGIpick
NC_011145.1         2501002         2518501         17499         MTGIpick
NC_011145.1         2543002         2559501         16499         MTGIpick
NC_011145.1         2543002         2563501         20499         MTGIpick
NC_011145.1         2544002         2559501         15499         MTGIpick
NC_011145.1         3044002         3058501         14499         MTGIpick
NC_011145.1         3157002         3173501         16499         MTGIpick
NC_011145.1         3157002         3174501         17499         MTGIpick
NC_011145.1         3157002         3175501         18499         MTGIpick
NC_011145.1         3526002         3563501         37499         MTGIpick
NC_011145.1         3529002         3560501         31499         MTGIpick
NC_011145.1         3529002         3559501         30499         MTGIpick
NC_011145.1         3530002         3559501         29499         MTGIpick
NC_011145.1         3530002         3563501         33499         MTGIpick
NC_011145.1         3532002         3563501         31499         MTGIpick
NC_011145.1         3533002         3563501         30499         MTGIpick
NC_011145.1         3732002         3785501         53499         MTGIpick
NC_011145.1         3733002         3785501         52499         MTGIpick
NC_011145.1         3736002         3784501         48499         MTGIpick
NC_011145.1         3737002         3784501         47499         MTGIpick
NC_011145.1         3745002         3784501         39499         MTGIpick
NC_011145.1         3821002         3851501         30499         MTGIpick
NC_011145.1         3878002         3899501         21499         MTGIpick
NC_011145.1         3879002         3893501         14499         MTGIpick
NC_011145.1         3879002         3897501         18499         MTGIpick
NC_011145.1         3879002         3898501         19499         MTGIpick
NC_011145.1         3879002         3899501         20499         MTGIpick
NC_011145.1         4074002         4087501         13499         MTGIpick
NC_011145.1         4074002         4088501         14499         MTGIpick
NC_011145.1         4124002         4137501         13499         MTGIpick
NC_011145.1         4369002         4387501         18499         MTGIpick
NC_011145.1         4369002         4386501         17499         MTGIpick
NC_011145.1         4369002         4479501         110499         MTGIpick
NC_011145.1         4423002         4479501         56499         MTGIpick
NC_011145.1         4423002         4483501         60499         MTGIpick
NC_011145.1         4618002         4642501         24499         MTGIpick
NC_011145.1         4619002         4644501         25499         MTGIpick
NC_011145.1         4619002         4643501         24499         MTGIpick
NC_011145.1         4777002         4805501         28499         MTGIpick
NC_011145.1         4778002         4791501         13499         MTGIpick
NC_011145.1         4778002         4805501         27499         MTGIpick
NC_011145.1         4958002         4979501         21499         MTGIpick
NC_011145.1         4959002         4978501         19499         MTGIpick
NC_011145.1         4960002         4978501         18499         MTGIpick
NC_011145.1         4961002         4976501         15499         MTGIpick
NC_011145.1         4962002         4977501         15499         MTGIpick
NC_011145.1         5006002         5022501         16499         MTGIpick
